"","plant_name_id","ipni_id","taxon_rank","taxon_status","family","genus_hybrid","genus","species_hybrid","species","infraspecific_rank","infraspecies","parenthetical_author","primary_author","publication_author","place_of_publication","volume_and_page","first_published","nomenclatural_remarks","geographic_area","lifeform_description","climate_description","taxon_name","taxon_authors","accepted_plant_name_id","basionym_plant_name_id","homotypic_synonym","parent_plant_name_id"
"465818","454609-az","794938-1","Species","Accepted","Cunoniaceae","","Vesselowskya","","rubifolia","","","F.Muell.","Pamp.","","Ann. Bot. (Rome)","2: 93","(1905)","","SE. Queensland to E. New South Wales","Nanophanerophyte or phanerophyte","Subtropical","Vesselowskya rubifolia","(F.Muell.) Pamp.","454609-az","818674-az",NA,"454608-az"
"468785","52408-wcs","271719-1","Species","Accepted","Curtisiaceae","","Curtisia","","dentata","","","Burm.f.","C.A.Sm.","","J. S. African Forest. Assoc.","20: 34 50","(1951)","","E. Zimbabwe to S. Africa","Nanophanerophyte or phanerophyte","Subtropical","Curtisia dentata","(Burm.f.) C.A.Sm.","52408-wcs","191873-wcs",NA,"52407-wcs"
"501835","752990-az","319176-2","Species","Accepted","Cyrillaceae","","Cyrilla","","racemiflora","","","","L.","","Mant. Pl.","1: 50","(1767)","","SE. U.S.A. to Trop. America","Nanophanerophyte or phanerophyte","Subtropical and Tropical","Cyrilla racemiflora","L.","752990-az","",NA,"752970-az"
"501934","56350-wcs","344216-1","Species","Accepted","Daphniphyllaceae","","Daphniphyllum","","calycinum","","","","Benth.","","Fl. Hongk.",": 316","(1861)","","SE. China to N. Vietnam","Nanophanerophyte or phanerophyte","Subtropical","Daphniphyllum calycinum","Benth.","56350-wcs","",NA,"56335-wcs"
"502004","56418-wcs","344242-1","Species","Accepted","Daphniphyllaceae","","Daphniphyllum","","macropodum","","","","Miq.","","Ann. Mus. Bot. Lugduno-Batavi","3: 129","(1867)","","S. China, S. Kuril Is. to Temp. E. Asia","Nanophanerophyte or phanerophyte","Subtropical","Daphniphyllum macropodum","Miq.","56418-wcs","",NA,"56335-wcs"
"502109","56855-wcs","316106-1","Species","Accepted","Degeneriaceae","","Degeneria","","vitiensis","","","","L.W.Bailey & A.C.Sm.","","J. Arnold Arbor.","23: 357","(1942)","","Fiji (Viti Levu)","Phanerophyte","Wet Tropical","Degeneria vitiensis","L.W.Bailey & A.C.Sm.","56855-wcs","",NA,"56853-wcs"
"503048","765262-az","316120-1","Species","Accepted","Diapensiaceae","","Diapensia","","lapponica","","","","L.","","Sp. Pl.",": 141","(1753)","","Subarctic to NW. Scotland and NE. U.S.A.","Chamaephyte","Subalpine or Subarctic","Diapensia lapponica","L.","765262-az","",NA,"765246-az"
"503719","431558-az","163309-1","Species","Accepted","Dichapetalaceae","","Tapura","","guianensis","","","","Aubl.","","Hist. Pl. Guiane",": 126","(1775)","","Costa Rica to S. Trop. America","Phanerophyte","Wet Tropical","Tapura guianensis","Aubl.","431558-az","",NA,"431581-az"
"503885","748841-az","321019-2","Species","Accepted","Dilleniaceae","","Curatella","","americana","","","","L.","","Syst. Nat. ed. 10",", 2: 1079","(1759)","","Mexico to Trop. America","Phanerophyte","Wet Tropical","Curatella americana","L.","748841-az","",NA,"748839-az"
"503895","758391-az","77008-2","Species","Accepted","Dilleniaceae","","Davilla","","alata","","","Vent.","Briq.","","Annuaire Conserv. Jard. Bot. Genève","4: 217","(1900)","","Guianas","Scrambling phanerophyte","Wet Tropical","Davilla alata","(Vent.) Briq.","758391-az","748840-az",NA,"758389-az"
"503896","758392-az","316555-1","Species","Accepted","Dilleniaceae","","Davilla","","angustifolia","","","","A.St.-Hil.","","Fl. Bras. Merid.","1: 19","(1824)","","Brazil (Minas Gerais)","Climber","Seasonally Dry Tropical","Davilla angustifolia","A.St.-Hil.","758392-az","",NA,"758389-az"
"503908","758401-az","77014-2","Species","Accepted","Dilleniaceae","","Davilla","","cearensis","","","","Huber","","Bull. Herb. Boissier",", sér. 2, 1: 312","(1901)","","N. & NE. Brazil","Climber","Wet Tropical","Davilla cearensis","Huber","758401-az","",NA,"758389-az"
"503912","758404-az","316563-1","Species","Accepted","Dilleniaceae","","Davilla","","cuspidulata","","","","Mart. ex Eichler","C.F.P.von Martius & auct. suc. (eds.)","Fl. Bras.","13(1): 191","(1864)","","Brazil","Climber","Wet Tropical","Davilla cuspidulata","Mart. ex Eichler","758404-az","",NA,"758389-az"
"503922","758414-az","316572-1","Species","Accepted","Dilleniaceae","","Davilla","","glaziovii","","","","Eichler","","Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn","1870: 178","(1870)","","Brazil (Rio de Janeiro)","Climber","Wet Tropical","Davilla glaziovii","Eichler","758414-az","",NA,"758389-az"
"503924","758416-az","316574-1","Species","Accepted","Dilleniaceae","","Davilla","","grandiflora","","","","A.St.-Hil. & Tul.","","Ann. Sci. Nat., Bot.",", sér. 2, 17: 131","(1842)","","Bolivia to Brazil and Paraguay","Scrambling nanophanerophyte","Seasonally Dry Tropical","Davilla grandiflora","A.St.-Hil. & Tul.","758416-az","",NA,"758389-az"
"503929","758420-az","316577-1","Species","Accepted","Dilleniaceae","","Davilla","","kunthii","","","","A.St.-Hil.","","Pl. Usuel. Bras.","5: 6, t. 22","(1825)","","C. Mexico to S. Trop. America and Trinidad","Liana","Seasonally Dry Tropical","Davilla kunthii","A.St.-Hil.","758420-az","",NA,"758389-az"
"503933","758423-az","316579-1","Species","Accepted","Dilleniaceae","","Davilla","","latifolia","","","","Casar.","","Nov. Stirp. Bras.","2: 19","(1842)","","Brazil","Climber","Seasonally Dry Tropical","Davilla latifolia","Casar.","758423-az","",NA,"758389-az"
"503950","758438-az","77025-2","Species","Accepted","Dilleniaceae","","Davilla","","nitida","","","Vahl","Kubitzki","","Mitt. Bot. Staatssamml. München","9: 95","(1971)","","Mexico (Veracruz, Chiapas) to Trop. America","Climbing nanophanerophyte","Wet Tropical","Davilla nitida","(Vahl) Kubitzki","758438-az","433782-az",NA,"758389-az"
"503959","758447-az","328431-2","Species","Accepted","Dilleniaceae","","Davilla","","rugosa","","","","Poir.","J.B.A.M.de Lamarck","Encycl.",", Suppl. 2: 457","(1812)","","C. & S. Trop. America","Climbing nanophanerophyte","Wet Tropical","Davilla rugosa","Poir.","758447-az","",NA,"758389-az"
"503969","758456-az","316602-1","Species","Accepted","Dilleniaceae","","Davilla","","sellowiana","","","","Schltdl.","","Linnaea","8: 178","(1833)","","Brazil (São Paulo)","Climber","Seasonally Dry Tropical","Davilla sellowiana","Schltdl.","758456-az","",NA,"758389-az"
"503972","758458-az","316603-1","Species","Accepted","Dilleniaceae","","Davilla","","strigosa","","","","Kubitzki","","Mitt. Bot. Staatssamml. München","9: 718","(1973)","","Brazil (Pará)","Climber","Wet Tropical","Davilla strigosa","Kubitzki","758458-az","",NA,"758389-az"
"504020","768220-az","316641-1","Species","Accepted","Dilleniaceae","","Dillenia","","aurea","","","","Sm.","","Exot. Bot.","2: 65","(1806)","","India to Indo-China","Phanerophyte","Wet Tropical","Dillenia aurea","Sm.","768220-az","",NA,"768210-az"
"504070","768269-az","316684-1","Species","Accepted","Dilleniaceae","","Dillenia","","indica","","","","L.","","Sp. Pl.",": 535","(1753)","","India to China (S. Yunnan, S. Guangxi) and W. & C. Malesia","Nanophanerophyte or phanerophyte","Wet Tropical","Dillenia indica","L.","768269-az","",NA,"768210-az"
"504117","768316-az","316735-1","Species","Accepted","Dilleniaceae","","Dillenia","","philippinensis","","","","Rolfe","","J. Linn. Soc., Bot.","21: 307","(1884)","","Philippines","Phanerophyte","Wet Tropical","Dillenia philippinensis","Rolfe","768316-az","",NA,"768210-az"
"504223","774739-az","30327947-2","Species","Accepted","Dilleniaceae","","Doliocarpus","","major","","","","J.F.Gmel.","","Syst. Nat. ed. 13[bis]",": 805","(1791)","","C. & S. Trop. America","Scrambling nanophanerophyte","Wet Tropical","Doliocarpus major","J.F.Gmel.","774739-az","",NA,"774679-az"
"504225","774741-az","82931-2","Species","Accepted","Dilleniaceae","","Doliocarpus","","multiflorus","","","","Standl.","","J. Washington Acad. Sci.","15: 285","(1925)","","Cuba, C. & S. Trop. America","Liana","Wet Tropical","Doliocarpus multiflorus","Standl.","774741-az","",NA,"774679-az"
"504230","774746-az","316817-1","Species","Accepted","Dilleniaceae","","Doliocarpus","","olivaceus","","","","Sprague & R.O.Williams ex G.E.Hunter","","Ann. Missouri Bot. Gard.","52: 590","(1966)","","Panama to Colombia","Scrambling nanophanerophyte or phanerophyte","Wet Tropical","Doliocarpus olivaceus","Sprague & R.O.Williams ex G.E.Hunter","774746-az","",NA,"774679-az"
"504345","849073-az","316887-1","Species","Accepted","Dilleniaceae","","Hibbertia","","banksii","","","R.Br. ex DC.","Benth.","","Fl. Austral.","1: 20","(1863)","","S. New Guinea to N. Queensland","Nanophanerophyte","Seasonally Dry Tropical","Hibbertia banksii","(R.Br. ex DC.) Benth.","849073-az","845397-az",NA,"849037-az"
"504350","849078-az","316889-1","Species","Accepted","Dilleniaceae","","Hibbertia","","baudouinii","","","","Brongn. & Gris","","Bull. Soc. Bot. France","11: 191","(1864)","","SE. New Caledonia","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Hibbertia baudouinii","Brongn. & Gris","849078-az","",NA,"849037-az"
"504394","849111-az","316911-1","Species","Accepted","Dilleniaceae","","Hibbertia","","commutata","","","","Steud.","J.G.C.Lehmann","Pl. Preiss.","1: 267","(1845)","","SW. Australia","Chamaephyte","Subtropical","Hibbertia commutata","Steud.","849111-az","",NA,"849037-az"
"504899","411359-az","317113-1","Species","Accepted","Dilleniaceae","","Pinzona","","coriacea","","","","Mart. & Zucc.","","Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss.","1: 371","(1829-1830 publ. 1832)","","Trop. America","Liana","Wet Tropical","Pinzona coriacea","Mart. & Zucc.","411359-az","",NA,"411361-az"
"505007","434907-az","317366-1","Species","Accepted","Dilleniaceae","","Tetracera","","boiviniana","","","","Baill.","","Adansonia","7: 300","(1867)","","SE. Kenya to Mozambique","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Tetracera boiviniana","Baill.","434907-az","",NA,"433103-az"
"505065","433106-az","317416-1","Species","Accepted","Dilleniaceae","","Tetracera","","hydrophila","","","","Triana & Planch.","","Ann. Sci. Nat., Bot.",", sér. 4, 17: 20","(1862)","","Mexico (Veracruz) to Bolivia","Liana","Wet Tropical","Tetracera hydrophila","Triana & Planch.","433106-az","",NA,"433103-az"
"505067","433108-az","317418-1","Species","Accepted","Dilleniaceae","","Tetracera","","indica","","","Christm. & Panz.","Merr.","","Interpr. Herb. Amboin.",": 367","(1917)","","Bangladesh to W. Malesia","Climbing nanophanerophyte","Wet Tropical","Tetracera indica","(Christm. & Panz.) Merr.","433108-az","656321-az",NA,"433103-az"
"505098","433785-az","317445-1","Species","Accepted","Dilleniaceae","","Tetracera","","masuiana","","","","De Wild. & T.Durand","","Ann. Mus. Congo Belge, Bot.","1: 61","(1899)","","Cameroon to South Sudan and Zambia","Chamaephyte or nanophanerophyte","Seasonally Dry Tropical","Tetracera masuiana","De Wild. & T.Durand","433785-az","",NA,"433103-az"
"505124","433832-az","251580-2","Species","Accepted","Dilleniaceae","","Tetracera","","parviflora","","","Rusby","Sleumer","","Repert. Spec. Nov. Regni Veg.","39: 47","(1935)","","Ecuador to W. Brazil and Paraguay","Liana","Seasonally Dry Tropical","Tetracera parviflora","(Rusby) Sleumer","433832-az","758441-az",NA,"433103-az"
"505160","433730-az","317488-1","Species","Accepted","Dilleniaceae","","Tetracera","","scandens","","","L.","Merr.","","Interpr. Herb. Amboin.",": 365","(1917)","","China (Yunnan) to W. & C. Malesia","Climber","Wet Tropical","Tetracera scandens","(L.) Merr.","433730-az","",NA,"433103-az"
"505161","433731-az","317489-1","Species","Illegitimate","Dilleniaceae","","Tetracera","","scandens","","","J.R.Forst. & G.Forst.","Gilg & Werderm.","H.G.A.Engler","Nat. Pflanzenfam. ed. 2",", 21: 18","(1925)",", nom. illeg.","","","","Tetracera scandens","(J.R.Forst. & G.Forst.) Gilg & Werderm.","434896-az","805132-az",NA,""
"505185","433711-az","332108-2","Species","Accepted","Dilleniaceae","","Tetracera","","volubilis","","","","L.","","Sp. Pl.",": 533","(1753)","","Mexico to Trop. America","Liana","Wet Tropical","Tetracera volubilis","L.","433711-az","",NA,"433103-az"
"505186","433720-az","317511-1","Species","Illegitimate","Dilleniaceae","","Tetracera","","volubilis","","","","Kunth","F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth","Nov. Gen. Sp.","5: 50","(1821)",", nom. illeg.","","","","Tetracera volubilis","Kunth","433809-az","",NA,""
"505190","433722-az","317513-1","Species","Accepted","Dilleniaceae","","Tetracera","","willdenowiana","","","","Steud.","","Nomencl. Bot.",", ed. 2, 2: 670","(1841)","","C. & S. Trop. America","Liana","Wet Tropical","Tetracera willdenowiana","Steud.","433722-az","434748-az",NA,"433103-az"
"505298","514167-wcs","317595-1","Species","Accepted","Dioncophyllaceae","","Triphyophyllum","","peltatum","","","Hutch. & Dalziel","Airy Shaw","","Kew Bull.","7: 342","(1952)","","Sierra Leone to Ivory Coast","Climber","Wet Tropical","Triphyophyllum peltatum","(Hutch. & Dalziel) Airy Shaw","514167-wcs","514162-wcs",NA,"514166-wcs"
"507164","62161-wcs","324296-2","Species","Accepted","Dipentodontaceae","","Dipentodon","","sinicus","","","","Dunn","","Bull. Misc. Inform. Kew","1911: 311","(1911)","","Assam to China (Yunnan, SW. Guizhou, NW. Guangxi)","Nanophanerophyte or phanerophyte","Wet Tropical","Dipentodon sinicus","Dunn","62161-wcs","",NA,"62159-wcs"
"507187","378264-wcs","190586-2","Species","Accepted","Dipentodontaceae","","Perrottetia","","longistylis","","","","Rose","","Contr. U.S. Natl. Herb.","5: 110","(1897)","","Mexico to C. America","Phanerophyte","Wet Tropical","Perrottetia longistylis","Rose","378264-wcs","",NA,"378261-wcs"
"507598","772239-az","320751-1","Species","Accepted","Dipterocarpaceae","","Dipterocarpus","","retusus","","","","Blume","","Catalogus",": 77","(1823)","","Assam to China (W. & SE. Yunnan), Indo-China to Lesser Sunda Is.","Phanerophyte","Wet Tropical","Dipterocarpus retusus","Blume","772239-az","",NA,"772112-az"
"508054","379196-az","321115-1","Species","Accepted","Dipterocarpaceae","","Neobalanocarpus","","heimii","","","King","Ashton","","Fl. Males.","9: 388","(1982)","","Pen. Thailand to Pen. Malaysia","Phanerophyte","Wet Tropical","Neobalanocarpus heimii","(King) Ashton","379196-az","667997-az",NA,"379197-az"
"510340","384374-wcs","322655-1","Species","Accepted","Ebenaceae","","Diospyros","","maingayi","","","Hiern","Bakh.","","Gard. Bull. Straits Settlem.","7: 164","(1933)","","W. Malesia","Phanerophyte","Wet Tropical","Diospyros maingayi","(Hiern) Bakh.","384374-wcs","378087-wcs",NA,"383603-wcs"
"511179","385302-wcs","323301-1","Species","Accepted","Ebenaceae","","Euclea","","divinorum","","","","Hiern","","Trans. Cambridge Philos. Soc.","12: 99","(1873)","","Ethiopia to S. Africa","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Euclea divinorum","Hiern","385302-wcs","",NA,"385282-wcs"
"511260","377877-wcs","141509-2","Species","Accepted","Ebenaceae","","Lissocarpa","","guianensis","","","","Gleason","","Bull. Torrey Bot. Club","53: 296","(1926)","","S. Venezuela to Guyana","Phanerophyte","Wet Tropical","Lissocarpa guianensis","Gleason","377877-wcs","",NA,"377879-wcs"
"511262","377882-wcs","60432534-2","Species","Accepted","Ebenaceae","","Lissocarpa","","kating","","","","B.Walln.","","Ann. Naturhist. Mus. Wien, B","105: 542","(2003 publ. 2004)","","SE. Colombia to Brazil (Amazonas) and N. Peru","Phanerophyte","Wet Tropical","Lissocarpa kating","B.Walln.","377882-wcs","",NA,"377879-wcs"
"511263","377881-wcs","60432536-2","Species","Accepted","Ebenaceae","","Lissocarpa","","ronliesneri","","","","B.Walln.","","Ann. Naturhist. Mus. Wien, B","105: 552","(2003 publ. 2004)","","Ecuador (Zamora-Chinchipe)","Phanerophyte","Wet Tropical","Lissocarpa ronliesneri","B.Walln.","377881-wcs","",NA,"377879-wcs"
"511628","785018-az","323671-1","Species","Accepted","Elaeagnaceae","","Elaeagnus","","conferta","","","","Roxb.","","Fl. Ind.","1: 460","(1820)","","Himalaya to China (Yunnan, Guangxi) and W. Malesia","Climber","Wet Tropical","Elaeagnus conferta","Roxb.","785018-az","",NA,"784975-az"
"512075","616717-az","323885-1","Species","Accepted","Elaeocarpaceae","","Aceratium","","ledermannii","","","","Schltr.","","Bot. Jahrb. Syst.","54: 103","(1916)","","New Guinea to Bismarck Arch.","Phanerophyte","Wet Tropical","Aceratium ledermannii","Schltr.","616717-az","",NA,"616698-az"
"512121","652039-az","19666-2","Species","Accepted","Elaeocarpaceae","","Aristotelia","","chilensis","","","Molina","Stuntz","","U.S.D.A. Bur. Pl. Industr. Invent. Seeds","31: 85","(1914)","","C. & S. Chile to Argentina","Nanophanerophyte or phanerophyte","Temperate","Aristotelia chilensis","(Molina) Stuntz","652039-az","",NA,"652036-az"
"512161","742769-az","833693-1","Species","Accepted","Elaeocarpaceae","","Crinodendron","","patagua","","","","Molina","","Sag. Stor. Nat. Chili",": 179","(1782)","","Chile (Valparaíso to Biobío)","Nanophanerophyte or phanerophyte","Subtropical","Crinodendron patagua","Molina","742769-az","",NA,"742763-az"
"512198","778820-az","323932-1","Species","Accepted","Elaeocarpaceae","","Dubouzetia","","kairoi","","","","Coode","","Brunonia","1: 157","(1978)","","Papua New Guinea","Nanophanerophyte or phanerophyte","Wet Tropical","Dubouzetia kairoi","Coode","778820-az","",NA,"778809-az"
"512420","785450-az","324057-1","Species","Accepted","Elaeocarpaceae","","Elaeocarpus","","coumbouiensis","","","","Guillaumin","","Bull. Soc. Bot. France","83: 487","(1936)","","SC. & S. New Caledonia","Phanerophyte","Wet Tropical","Elaeocarpus coumbouiensis","Guillaumin","785450-az","",NA,"785284-az"
"512523","785543-az","833820-1","Species","Accepted","Elaeocarpaceae","","Elaeocarpus","","floribundus","","","","Blume","","Bijdr. Fl. Ned. Ind.",": 120","(1825)","","Assam to W. & C. Malesia","Phanerophyte","Wet Tropical","Elaeocarpus floribundus","Blume","785543-az","",NA,"785284-az"
"512649","785655-az","324170-1","Species","Accepted","Elaeocarpaceae","","Elaeocarpus","","johnsonii","","","","F.Muell. ex C.T.White","","Contr. Arnold Arbor.","4: 67","(1933)","","NE. Queensland","Phanerophyte","Wet Tropical","Elaeocarpus johnsonii","F.Muell. ex C.T.White","785655-az","",NA,"785284-az"
"513283","592701-az","835111-1","Species","Accepted","Elaeocarpaceae","","Sericolea","","micans","","","","Schltr.","","Bot. Jahrb. Syst.","54: 98","(1916)","","New Guinea","Phanerophyte","Wet Tropical","Sericolea micans","Schltr.","592701-az","",NA,"592748-az"
"513314","592628-az","835122-1","Species","Accepted","Elaeocarpaceae","","Sloanea","","amygdalina","","","","Griseb.","","Pl. Wright.","1: 165","(1860)","","W. & E. Cuba","Phanerophyte","Wet Tropical","Sloanea amygdalina","Griseb.","592628-az","",NA,"592631-az"
